Date,Description,Amount,PaymentMethod,Category
2024-11-14,Coffee,78.11,UPI,Food & Dining
2024-10-31,Bus,1927.02,UPI,Transportation
2019-07-27,Pharmacy,1515.09,Transfer,Health & Medical
2023-10-02,Movie,1008.86,Transfer,Entertainment
2021-04-15,Book Purchase,1933.39,Cash,Entertainment
2023-03-16,Electricity Bill,319.57,Card,Utilities
2020-06-04,Dinner,1098.09,Transfer,Food & Dining
2020-03-31,Fuel,1906.75,Transfer,Transportation
2023-06-02,Restaurant,1151.59,Transfer,Food & Dining
2019-01-10,Gym Membership,809.71,Cash,Utilities
2019-08-23,Grocery,897.68,Cash,Food & Dining
2020-11-03,Hotel,600.4,Cash,Shopping
2020-02-22,Electricity Bill,455.0,UPI,Utilities
2021-08-18,Dinner,1024.92,Card,Food & Dining
2023-08-20,Lunch,1505.97,Transfer,Food & Dining
2023-11-14,Restaurant,1295.84,Cash,Food & Dining
2022-07-21,Hotel,428.15,Cash,Shopping
2022-12-17,Insurance,407.23,Cash,Health & Medical
2022-11-07,Gym Membership,131.85,Transfer,Health & Medical
2019-05-11,Lunch,545.48,Transfer,Food & Dining
2023-04-16,Grocery,1626.29,Transfer,Food & Dining
2022-09-08,Subscription,1098.42,UPI,Entertainment
2023-10-10,Subscription,1456.66,Transfer,Entertainment
2020-04-25,Online Shopping,492.5,UPI,Shopping
2023-08-25,Restaurant,639.24,Cash,Food & Dining
2021-06-27,Movie,623.52,Transfer,Entertainment
2022-04-21,Fuel,1561.76,Card,Transportation
2024-10-09,Movie,1852.23,Cash,Entertainment
2024-01-31,Hotel,454.02,Card,Shopping
2022-01-05,Gym Membership,598.61,UPI,Utilities
2024-02-14,Movie,14267.2,Card,Entertainment
2020-03-23,Taxi,1265.77,Card,Transportation
2023-07-28,Internet Bill,479.91,Cash,Utilities
2024-03-12,Grocery,241.08,Cash,Food & Dining
2020-12-31,Grocery,1447.4,UPI,Food & Dining
2023-10-18,Gym Membership,165.61,Transfer,Food & Dining
2023-04-21,Hotel,1068.68,Card,Shopping
2024-06-23,Flight Ticket,1069.0,Cash,Transportation
2021-09-10,Insurance,1362.56,Transfer,Shopping
2023-01-06,Lunch,1728.8,UPI,Food & Dining
2019-01-02,Subscription,474.75,UPI,Entertainment
2021-08-14,Course Purchase,677.95,Card,Education
2020-07-02,Bus,698.53,Card,Transportation
2023-10-02,Subscription,1943.51,Transfer,Entertainment
2022-04-15,Insurance,1621.58,Transfer,Education
2022-06-19,Lunch,1122.69,UPI,Food & Dining
2022-12-08,Grocery,962.15,Card,Food & Dining
2022-10-06,Book Purchase,2734.14,Card,Entertainment
2019-09-20,Subscription,1162.31,Card,Entertainment
2019-06-20,Subscription,1640.18,Transfer,Entertainment
2024-05-07,Dinner,747.52,Card,Food & Dining
2023-09-25,Fuel,38.56,Card,Transportation
2023-08-01,Flight Ticket,359.1,Card,Transportation
2024-04-22,Lunch,175.07,UPI,Food & Dining
2019-10-12,Electricity Bill,1401.06,Cash,Utilities
2019-06-21,Gym Membership,744.73,Card,Utilities
2021-07-08,Movie,994.61,Card,Entertainment
2020-06-08,Movie,305.88,Cash,Entertainment
2022-07-18,Insurance,1580.63,Card,Education
2020-05-22,Online Shopping,312.64,Cash,Shopping
2020-10-12,Parking,25.96,Card,Transportation
2019-12-13,Grocery,187.65,UPI,Food & Dining
2022-08-25,Internet Bill,1610.91,Cash,Utilities
2019-03-03,Grocery,4748.24,UPI,Food & Dining
2021-07-24,Gym Membership,1074.12,Transfer,Shopping
2020-03-16,Hotel,521.51,Transfer,Shopping
2020-07-07,Internet Bill,419.57,Card,Utilities
2022-12-20,Online Shopping,792.82,UPI,Shopping
2020-05-11,Subscription,1896.21,Cash,Entertainment
2022-01-10,Restaurant,962.95,UPI,Food & Dining
2023-07-11,Movie,987.96,Transfer,Entertainment
2023-04-26,Pharmacy,2026.29,Cash,Health & Medical
2024-07-22,Online Shopping,94.17,UPI,Shopping
2020-11-25,Taxi,13.19,Card,Transportation
2023-10-09,Pharmacy,225.16,Card,Health & Medical
2019-11-04,Course Purchase,854.57,Card,Education
2019-02-12,Grocery,815.49,Cash,Food & Dining
2020-12-08,Gym Membership,1388.03,UPI,Health & Medical
2020-02-13,Flight Ticket,1997.35,Cash,Transportation
2022-12-01,Book Purchase,774.15,UPI,Entertainment
2023-03-03,Fuel,287.43,UPI,Transportation
2023-10-30,Parking,40.84,UPI,Transportation
2019-10-22,Pharmacy,392.32,Transfer,Health & Medical
2020-01-12,Online Shopping,735.69,Cash,Shopping
2020-06-03,Parking,11867.62,Card,Transportation
2023-09-11,Flight Ticket,1134.82,Transfer,Transportation
2023-06-04,Book Purchase,639.34,Cash,Entertainment
2022-12-07,Lunch,360.26,UPI,Food & Dining
2022-02-08,Fuel,846.19,Card,Transportation
2021-01-03,Hotel,1999.38,UPI,Shopping
2023-03-03,Tuition Fee,310.16,UPI,Education
2022-02-22,Taxi,848.05,Card,Transportation
2019-12-16,Book Purchase,2478.94,UPI,Entertainment
2020-09-23,Insurance,1415.11,Card,Utilities
2020-04-16,Flight Ticket,1189.3,Card,Transportation
2021-09-11,Dinner,769.15,Cash,Food & Dining
2023-12-18,Flight Ticket,9774.25,Card,Transportation
2023-02-21,Subscription,143.56,Transfer,Entertainment
2022-04-08,Online Shopping,1673.02,Cash,Shopping
2020-02-12,Gym Membership,1949.71,UPI,Food & Dining
2020-01-22,Movie,882.9,Cash,Entertainment
2024-08-19,Subscription,943.31,Cash,Entertainment
2023-12-24,Bus,680.17,Cash,Transportation
2024-08-01,Taxi,676.5,Cash,Transportation
2021-10-03,Coffee,257.22,UPI,Food & Dining
2023-10-22,Course Purchase,1302.22,UPI,Education
2023-09-15,Coffee,531.63,Cash,Food & Dining
2021-04-17,Insurance,658.01,UPI,Entertainment
2021-12-25,Tuition Fee,1426.16,Cash,Education
2024-11-27,Pharmacy,1403.92,UPI,Health & Medical
2021-08-28,Fuel,1478.61,Transfer,Transportation
2023-04-30,Book Purchase,1962.9,Card,Entertainment
2020-01-31,Gym Membership,781.73,Transfer,Other
2024-10-20,Coffee,1437.8,UPI,Food & Dining
2019-09-13,Electricity Bill,210.07,UPI,Utilities
2022-05-29,Grocery,689.25,Transfer,Food & Dining
2023-02-18,Bus,1960.35,Transfer,Transportation
2021-06-04,Subscription,1591.2,Cash,Entertainment
2022-01-05,Subscription,1527.86,Transfer,Entertainment
2023-07-05,Parking,1456.14,UPI,Transportation
2024-02-06,Lunch,1727.47,Cash,Food & Dining
2024-05-12,Pharmacy,531.59,Transfer,Health & Medical
2021-05-07,Fuel,1660.76,Transfer,Transportation
2022-03-12,Movie,2832.66,Transfer,Entertainment
2023-02-15,Online Shopping,1110.23,UPI,Shopping
2021-06-29,Online Shopping,6267.56,UPI,Shopping
2020-12-09,Electricity Bill,3186.51,UPI,Utilities
2024-10-13,Internet Bill,1936.65,Transfer,Utilities
2021-06-06,Subscription,348.78,UPI,Entertainment
2022-08-07,Parking,1888.11,UPI,Transportation
2021-08-11,Tuition Fee,1686.65,UPI,Education
2022-01-13,Lunch,1659.3,UPI,Food & Dining
2020-09-09,Flight Ticket,9552.64,Card,Transportation
2021-04-16,Pharmacy,140.21,Transfer,Health & Medical
2019-03-19,Taxi,1185.84,Transfer,Transportation
2023-03-01,Taxi,1413.72,Card,Transportation
2019-09-29,Movie,331.12,Transfer,Entertainment
2021-04-05,Grocery,1793.61,Cash,Food & Dining
2024-06-19,Bus,967.49,UPI,Transportation
2023-09-25,Pharmacy,1264.08,Card,Health & Medical
2024-09-07,Internet Bill,64.37,Cash,Utilities
2021-01-18,Book Purchase,1339.14,UPI,Entertainment
2021-11-05,Parking,1733.37,Cash,Transportation
2019-02-10,Electricity Bill,270.92,Card,Utilities
2022-07-16,Internet Bill,1318.97,Cash,Utilities
2022-08-21,Internet Bill,1103.96,Cash,Utilities
2021-02-24,Tuition Fee,1159.35,UPI,Education
2024-05-27,Insurance,464.49,Cash,Shopping
2019-09-07,Fuel,622.05,Cash,Transportation
2019-03-04,Taxi,234.72,Transfer,Transportation
2023-09-16,Flight Ticket,1119.88,UPI,Transportation
2020-06-14,Movie,364.96,Card,Entertainment
2020-12-19,Subscription,1751.01,Card,Entertainment
2019-01-10,Gym Membership,631.64,Card,Transportation
2022-03-14,Dinner,1336.56,Transfer,Food & Dining
2022-04-30,Electricity Bill,268.46,Card,Utilities
2020-03-13,Hotel,1568.46,Cash,Shopping
2019-06-26,Online Shopping,787.55,UPI,Shopping
2019-10-15,Dinner,4078.37,Card,Food & Dining
2023-10-05,Gym Membership,1776.21,UPI,Other
2020-07-13,Coffee,501.01,Cash,Food & Dining
2019-08-01,Grocery,162.61,Cash,Food & Dining
2021-08-21,Restaurant,1195.22,Card,Food & Dining
2020-08-25,Subscription,6151.89,Card,Entertainment
2019-08-04,Online Shopping,1224.88,Transfer,Shopping
2019-06-07,Taxi,152.27,Cash,Transportation
2024-12-04,Book Purchase,138.01,Card,Entertainment
2020-06-27,Dinner,416.81,Card,Food & Dining
2024-06-20,Restaurant,1742.23,Transfer,Food & Dining
2022-08-19,Restaurant,966.15,UPI,Food & Dining
2021-08-28,Taxi,539.4,Cash,Transportation
2024-04-29,Bus,1265.14,Transfer,Transportation
2019-04-04,Lunch,1823.57,Cash,Food & Dining
2023-02-23,Lunch,1511.46,UPI,Food & Dining
2019-08-30,Coffee,760.53,UPI,Food & Dining
2024-10-20,Restaurant,619.29,Cash,Food & Dining
2023-12-03,Parking,1602.83,Card,Transportation
2022-03-03,Taxi,379.95,Cash,Transportation
2023-07-06,Dinner,12523.49,Transfer,Food & Dining
2023-11-30,Pharmacy,13278.67,Transfer,Health & Medical
2024-06-21,Insurance,1978.89,Transfer,Food & Dining
2020-04-19,Coffee,1476.25,Cash,Food & Dining
2024-04-16,Electricity Bill,1292.68,Transfer,Utilities
2022-04-10,Subscription,139.28,Transfer,Entertainment
2020-07-08,Tuition Fee,1685.75,UPI,Education
2024-08-07,Fuel,925.53,Transfer,Transportation
2022-01-30,Course Purchase,5832.73,Card,Education
2023-08-31,Internet Bill,1450.07,Card,Utilities
2021-02-23,Tuition Fee,7577.47,Cash,Education
2024-04-15,Movie,260.29,Card,Entertainment
2022-02-09,Online Shopping,1110.08,Card,Shopping
2019-06-30,Fuel,1881.3,Cash,Transportation
2022-05-04,Lunch,390.34,UPI,Food & Dining
2021-02-22,Dinner,1251.57,Card,Food & Dining
2022-11-24,Electricity Bill,132.42,Transfer,Utilities
2023-09-27,Internet Bill,1033.41,Card,Utilities
2019-09-16,Electricity Bill,1821.21,UPI,Utilities
2019-03-29,Subscription,1245.83,UPI,Entertainment
2019-06-16,Fuel,73.86,Cash,Transportation
2024-10-19,Taxi,670.07,Cash,Transportation
2021-03-15,Pharmacy,1038.35,Card,Health & Medical
2024-01-18,Internet Bill,1441.82,Card,Utilities
2020-07-23,Coffee,890.59,Transfer,Food & Dining
2019-02-20,Flight Ticket,997.92,Cash,Transportation
2024-07-26,Parking,1509.61,Card,Transportation
2024-06-30,Parking,54.95,UPI,Transportation
2020-11-26,Coffee,1863.0,Card,Food & Dining
2023-03-06,Bus,109.36,Transfer,Transportation
2020-09-10,Grocery,1405.39,UPI,Food & Dining
2019-05-20,Online Shopping,1885.39,Card,Shopping
2020-12-18,Lunch,876.97,Cash,Food & Dining
2023-12-20,Dinner,1510.49,Transfer,Food & Dining
2019-10-13,Pharmacy,1657.88,Cash,Health & Medical
2024-12-26,Gym Membership,1299.91,Cash,Transportation
2021-06-06,Flight Ticket,1904.97,UPI,Transportation
2024-03-26,Subscription,10894.33,Transfer,Entertainment
2019-04-22,Hotel,953.83,UPI,Shopping
2024-05-15,Electricity Bill,331.4,Cash,Utilities
2020-11-01,Insurance,924.0,Cash,Transportation
2022-09-11,Subscription,438.07,Card,Entertainment
2019-06-15,Fuel,1463.59,Cash,Transportation
2020-11-22,Course Purchase,5429.32,Transfer,Education
2021-05-15,Subscription,1332.0,Transfer,Entertainment
2021-01-05,Online Shopping,1620.72,Cash,Shopping
2019-12-02,Fuel,382.87,Cash,Transportation
2024-03-04,Insurance,1740.05,Card,Education
2020-10-29,Taxi,1620.79,Cash,Transportation
2024-07-10,Online Shopping,640.19,Transfer,Shopping
2022-04-21,Restaurant,518.12,UPI,Food & Dining
2024-12-08,Electricity Bill,1521.93,UPI,Utilities
2021-06-09,Restaurant,1408.11,Transfer,Food & Dining
2020-07-01,Course Purchase,587.35,Cash,Education
2021-06-13,Gym Membership,95.7,Transfer,Shopping
2019-09-04,Flight Ticket,13162.76,Cash,Transportation
2024-08-12,Electricity Bill,205.43,Card,Utilities
2021-09-02,Hotel,1874.5,Transfer,Shopping
2020-02-15,Movie,1707.2,Cash,Entertainment
2020-01-04,Grocery,1243.33,Cash,Food & Dining
2019-01-19,Hotel,1465.97,Card,Shopping
2019-08-29,Internet Bill,1207.87,UPI,Utilities
2019-12-18,Coffee,1098.78,Cash,Food & Dining
2021-03-17,Gym Membership,1764.29,Card,Shopping
2024-07-18,Taxi,1491.71,Cash,Transportation
2020-03-27,Lunch,7001.9,Cash,Food & Dining
2024-02-26,Parking,1306.47,Transfer,Transportation
2021-12-19,Insurance,1264.72,Card,Education
2021-05-08,Grocery,896.42,UPI,Food & Dining
2021-11-08,Fuel,816.96,Transfer,Transportation
2023-10-09,Fuel,344.95,Transfer,Transportation
2020-01-24,Restaurant,502.09,Transfer,Food & Dining
2019-05-08,Movie,479.29,Cash,Entertainment
2023-02-10,Book Purchase,1587.66,Cash,Entertainment
2021-11-12,Fuel,596.96,Transfer,Transportation
2021-12-26,Online Shopping,332.53,UPI,Shopping
2021-08-28,Online Shopping,494.55,Transfer,Shopping
2020-05-23,Tuition Fee,790.65,Transfer,Education
2022-06-25,Pharmacy,107.0,Transfer,Health & Medical
2019-04-20,Electricity Bill,905.54,Cash,Utilities
2022-04-25,Course Purchase,4326.13,Cash,Education
2021-05-03,Bus,1432.94,Transfer,Transportation
2023-02-10,Movie,627.3,Transfer,Entertainment
2019-11-06,Coffee,10193.24,Cash,Food & Dining
2023-12-21,Electricity Bill,986.81,Transfer,Utilities
2024-04-10,Dinner,666.6,Transfer,Food & Dining
2020-04-03,Dinner,808.07,Cash,Food & Dining
2022-10-12,Restaurant,841.97,Cash,Food & Dining
2019-04-27,Dinner,1228.35,Cash,Food & Dining
2022-12-13,Online Shopping,1846.31,Card,Shopping
2024-11-22,Dinner,1833.02,Card,Food & Dining
2020-03-06,Book Purchase,1014.64,Card,Entertainment
2022-12-09,Flight Ticket,1380.58,UPI,Transportation
2023-03-01,Internet Bill,1506.75,UPI,Utilities
2022-05-19,Grocery,1173.92,Transfer,Food & Dining
2020-06-19,Tuition Fee,1744.03,Cash,Education
2023-08-01,Insurance,1302.57,Card,Health & Medical
2022-10-30,Taxi,916.85,Card,Transportation
2021-10-17,Restaurant,1306.0,Card,Food & Dining
2022-08-18,Gym Membership,113.76,Card,Food & Dining
2019-08-31,Restaurant,1028.71,Cash,Food & Dining
2023-08-22,Tuition Fee,623.44,Cash,Education
2022-10-07,Bus,1107.57,Cash,Transportation
2020-05-19,Restaurant,350.96,UPI,Food & Dining
2023-08-10,Book Purchase,873.78,Cash,Entertainment
2023-08-16,Taxi,7995.46,UPI,Transportation
2019-06-25,Bus,264.57,Cash,Transportation
2022-03-30,Parking,578.44,Cash,Transportation
2019-10-27,Taxi,1150.48,Card,Transportation
2019-08-11,Lunch,26.89,UPI,Food & Dining
2024-05-31,Internet Bill,1789.19,Card,Utilities
2022-01-22,Book Purchase,406.41,Card,Entertainment
2021-03-22,Pharmacy,1325.63,Transfer,Health & Medical
2021-06-07,Pharmacy,856.36,Transfer,Health & Medical
2019-03-24,Internet Bill,1744.74,Cash,Utilities
2021-04-23,Electricity Bill,7110.62,Cash,Utilities
2024-05-29,Online Shopping,236.79,UPI,Shopping
2019-12-21,Hotel,1181.3,UPI,Shopping
2023-10-14,Subscription,1466.5,Transfer,Entertainment
2022-09-17,Grocery,5494.12,UPI,Food & Dining
2022-05-24,Pharmacy,268.9,Card,Health & Medical
2020-09-14,Lunch,1751.47,Card,Food & Dining
2022-01-26,Dinner,1058.38,Transfer,Food & Dining
2019-06-17,Bus,406.0,Cash,Transportation
2022-10-21,Movie,776.64,UPI,Entertainment
2020-11-12,Fuel,1839.59,Cash,Transportation
2024-11-21,Gym Membership,1885.51,Transfer,Education
2020-03-24,Course Purchase,233.46,Cash,Education
2023-11-06,Restaurant,817.15,Transfer,Food & Dining
2019-09-19,Subscription,238.65,UPI,Entertainment
2022-06-21,Grocery,1068.5,UPI,Food & Dining
2023-09-24,Book Purchase,870.63,UPI,Entertainment
2021-06-06,Online Shopping,1198.38,Card,Shopping
2020-01-13,Internet Bill,1150.83,Transfer,Utilities
2020-09-07,Parking,677.04,Cash,Transportation
2022-11-26,Bus,1353.01,Cash,Transportation
2023-12-03,Parking,3111.05,Transfer,Transportation
2022-07-12,Restaurant,1970.41,Card,Food & Dining
2020-02-06,Lunch,1505.01,Transfer,Food & Dining
2023-05-08,Electricity Bill,409.87,Card,Utilities
2024-05-26,Coffee,710.57,UPI,Food & Dining
2023-01-08,Flight Ticket,1588.86,Card,Transportation
2020-08-26,Parking,1542.77,UPI,Transportation
2024-01-20,Internet Bill,210.85,Transfer,Utilities
2019-09-01,Electricity Bill,367.79,UPI,Utilities
2023-11-03,Flight Ticket,189.28,Card,Transportation
2024-06-22,Book Purchase,832.06,Transfer,Entertainment
2023-08-02,Insurance,310.63,Cash,Other
2023-12-16,Bus,1594.39,Cash,Transportation
2020-08-06,Pharmacy,1990.28,Transfer,Health & Medical
2024-03-22,Internet Bill,1589.71,Transfer,Utilities
2022-08-27,Electricity Bill,1126.58,Transfer,Utilities
2022-01-04,Grocery,517.64,UPI,Food & Dining
2019-09-17,Pharmacy,1117.48,Card,Health & Medical
2024-08-31,Restaurant,1233.27,Transfer,Food & Dining
2021-10-17,Hotel,1580.8,Transfer,Shopping
2022-09-05,Gym Membership,1762.98,UPI,Entertainment
2023-12-03,Insurance,6473.9,Cash,Education
2020-08-03,Insurance,388.45,Transfer,Shopping
2021-02-09,Movie,1863.16,Cash,Entertainment
2022-10-02,Fuel,1369.94,Card,Transportation
2022-01-27,Dinner,910.09,UPI,Food & Dining
2023-02-25,Hotel,94.01,UPI,Shopping
2020-02-04,Tuition Fee,1273.19,Card,Education
2022-03-23,Flight Ticket,756.72,Cash,Transportation
2021-06-20,Book Purchase,858.6,Cash,Entertainment
2019-06-14,Gym Membership,827.27,Card,Transportation
2019-09-15,Movie,1619.33,UPI,Entertainment
2019-01-06,Internet Bill,954.0,Cash,Utilities
2024-01-20,Internet Bill,1003.21,Card,Utilities
2020-12-04,Fuel,437.62,Card,Transportation
2022-09-28,Taxi,1569.22,Card,Transportation
2020-02-15,Grocery,1034.23,Card,Food & Dining
2020-05-04,Taxi,23.93,Card,Transportation
2024-01-05,Taxi,1798.93,Transfer,Transportation
2021-12-13,Online Shopping,341.03,Card,Shopping
2024-09-28,Restaurant,556.56,Transfer,Food & Dining
2021-08-23,Electricity Bill,503.84,Card,Utilities
2024-09-02,Parking,1317.87,Cash,Transportation
2022-05-01,Course Purchase,1669.35,Transfer,Education
2022-07-01,Gym Membership,828.44,Cash,Health & Medical
2022-09-17,Coffee,945.65,Cash,Food & Dining
2022-11-29,Movie,222.4,Cash,Entertainment
2021-03-17,Fuel,1838.85,Card,Transportation
2020-10-16,Pharmacy,13705.0,Transfer,Health & Medical
2021-01-26,Coffee,1472.23,Transfer,Food & Dining
2022-08-02,Coffee,655.79,Cash,Food & Dining
2022-12-22,Dinner,1434.54,Card,Food & Dining
2022-01-11,Insurance,1072.62,Cash,Utilities
2022-05-23,Online Shopping,1712.21,UPI,Shopping
2024-08-21,Fuel,762.01,Cash,Transportation
2024-09-06,Online Shopping,224.07,Cash,Shopping
2019-12-08,Online Shopping,520.66,UPI,Shopping
2024-08-16,Restaurant,1665.2,Card,Food & Dining
2022-09-27,Hotel,1486.92,Transfer,Shopping
2021-03-25,Parking,839.18,Cash,Transportation
2022-06-19,Dinner,525.45,Transfer,Food & Dining
2019-12-08,Gym Membership,336.5,Cash,Other
2024-10-24,Electricity Bill,1557.19,Card,Utilities
2020-06-06,Dinner,967.72,Cash,Food & Dining
2020-08-30,Hotel,1857.88,Cash,Shopping
2020-10-29,Book Purchase,538.13,Cash,Entertainment
2020-01-24,Gym Membership,1038.99,Cash,Food & Dining
2019-04-23,Book Purchase,1195.07,Card,Entertainment
2021-12-13,Bus,4783.99,UPI,Transportation
2022-08-03,Electricity Bill,5676.85,UPI,Utilities
2019-02-19,Course Purchase,1599.35,Card,Education
2023-04-14,Restaurant,430.66,Card,Food & Dining
2023-03-14,Tuition Fee,1562.74,UPI,Education
2022-11-10,Lunch,763.53,Card,Food & Dining
2024-09-22,Course Purchase,1036.95,Card,Education
2019-12-31,Subscription,1817.8,Card,Entertainment
2023-08-10,Subscription,537.59,Cash,Entertainment
2021-04-11,Flight Ticket,1867.79,Transfer,Transportation
2020-11-17,Flight Ticket,251.71,Transfer,Transportation
2024-11-05,Fuel,1933.55,Card,Transportation
2020-07-23,Restaurant,1835.29,Transfer,Food & Dining
2020-10-12,Book Purchase,1305.52,Card,Entertainment
2020-06-10,Internet Bill,1155.3,Transfer,Utilities
2019-02-28,Grocery,21.1,UPI,Food & Dining
2024-09-06,Coffee,1938.47,Cash,Food & Dining
2022-11-02,Dinner,3002.69,Card,Food & Dining
2020-04-27,Lunch,1236.54,UPI,Food & Dining
2022-05-23,Internet Bill,1669.6,Card,Utilities
2024-06-18,Electricity Bill,13198.89,Card,Utilities
2019-02-17,Course Purchase,1300.66,Transfer,Education
2020-11-03,Parking,361.29,Cash,Transportation
2022-12-12,Hotel,280.21,UPI,Shopping
2022-12-09,Book Purchase,355.21,Transfer,Entertainment
2022-12-01,Restaurant,1491.39,Cash,Food & Dining
2021-03-11,Flight Ticket,1861.27,UPI,Transportation
2021-02-17,Book Purchase,908.57,Cash,Entertainment
2020-08-20,Course Purchase,1220.03,UPI,Education
2024-08-29,Hotel,387.95,Transfer,Shopping
2021-07-12,Parking,908.57,UPI,Transportation
2024-02-26,Online Shopping,546.83,Cash,Shopping
2020-09-12,Internet Bill,630.63,UPI,Utilities
2020-01-04,Restaurant,1116.5,UPI,Food & Dining
2023-08-22,Pharmacy,1639.43,Cash,Health & Medical
2022-03-14,Internet Bill,1462.02,Transfer,Utilities
2019-10-13,Parking,300.68,Card,Transportation
2020-06-05,Restaurant,1863.26,Cash,Food & Dining
2022-02-22,Coffee,1109.86,Card,Food & Dining
2024-08-23,Pharmacy,1437.2,Cash,Health & Medical
2020-10-12,Taxi,1095.09,Cash,Transportation
2020-01-22,Bus,858.09,Card,Transportation
2024-12-20,Tuition Fee,672.62,Card,Education
2021-11-28,Subscription,1578.1,Card,Entertainment
2020-04-07,Course Purchase,821.91,Transfer,Education
2023-02-21,Flight Ticket,1963.2,UPI,Transportation
2022-06-25,Fuel,1665.45,UPI,Transportation
2023-07-23,Dinner,1602.05,Cash,Food & Dining
2023-02-02,Tuition Fee,392.81,UPI,Education
2023-01-25,Subscription,922.37,Cash,Entertainment
2020-03-05,Insurance,1785.77,UPI,Health & Medical
2023-10-18,Lunch,1501.96,Card,Food & Dining
